age;job;marital;education;default;;
29;management;single;tertiary;no;;
38;technician;married;secondary;no;;
32;management;married;tertiary;no;;
42;admin.;single;secondary;no;;
30;blue-collar;married;primary;no;;
26;admin.;single;tertiary;no;;
35;technician;married;secondary;no;;
35;technician;married;secondary;no;;
35;self-employed;single;tertiary;no;;
57;blue-collar;married;secondary;no;;
29;admin.;single;secondary;no;;
32;blue-collar;single;secondary;no;;
45;technician;married;secondary;no;;
51;management;single;tertiary;no;;
31;technician;single;secondary;no;;
50;self-employed;married;unknown;no;;
38;blue-collar;single;secondary;no;;
37;management;married;tertiary;no;;
35;management;married;tertiary;no;;
37;unemployed;married;unknown;no;;
28;management;single;tertiary;no;;
38;management;married;tertiary;no;;
43;management;married;secondary;no;;
43;management;married;unknown;no;;
56;management;married;tertiary;no;;
32;technician;single;tertiary;no;;
58;management;divorced;tertiary;no;;
47;management;married;tertiary;no;;
31;blue-collar;single;secondary;no;;
38;management;married;tertiary;no;;
50;blue-collar;married;secondary;no;;
32;blue-collar;married;secondary;no;;
37;services;single;secondary;no;;
39;management;married;tertiary;no;;
40;services;married;secondary;no;;
41;blue-collar;married;secondary;no;;
45;technician;married;secondary;no;;
31;admin.;married;secondary;no;;
54;services;married;primary;no;;
39;admin.;divorced;secondary;no;;
56;admin.;divorced;secondary;yes;;
35;admin.;single;secondary;no;;
34;management;married;secondary;no;;
31;technician;single;secondary;no;;
38;technician;married;tertiary;no;;
41;technician;married;tertiary;no;;
44;entrepreneur;married;tertiary;no;;
49;blue-collar;married;secondary;no;;
30;services;single;secondary;no;;
31;services;single;secondary;no;;
34;management;married;secondary;no;;
45;management;married;tertiary;no;;
31;management;married;tertiary;no;;
57;admin.;married;secondary;no;;
40;services;married;unknown;no;;
28;blue-collar;married;secondary;no;;
44;admin.;single;secondary;no;;
49;services;divorced;secondary;no;;
46;management;married;tertiary;no;;
34;management;married;tertiary;no;;
58;technician;married;secondary;no;;
52;services;married;secondary;no;;
27;blue-collar;married;secondary;no;;
48;technician;married;secondary;no;;
33;technician;divorced;secondary;yes;;
46;admin.;married;secondary;no;;
51;housemaid;married;unknown;no;;
31;management;married;tertiary;no;;
35;technician;divorced;secondary;no;;
37;admin.;single;secondary;no;;
60;entrepreneur;married;primary;no;;
40;technician;married;secondary;no;;
50;management;married;tertiary;no;;
34;entrepreneur;married;secondary;no;;
32;technician;married;secondary;no;;
36;services;single;secondary;no;;
32;admin.;single;tertiary;no;;
40;services;divorced;secondary;no;;
37;blue-collar;married;primary;no;;
57;management;married;tertiary;no;;
46;management;married;tertiary;no;;
31;blue-collar;single;primary;no;;
39;technician;divorced;tertiary;yes;;
35;management;married;secondary;no;;
32;blue-collar;married;primary;no;;
44;technician;divorced;secondary;no;;
41;technician;single;secondary;no;;
59;retired;divorced;primary;no;;
39;services;married;secondary;no;;
54;management;married;tertiary;no;;
27;services;single;secondary;no;;
51;self-employed;married;secondary;no;;
33;technician;single;secondary;no;;
38;blue-collar;married;primary;no;;
52;entrepreneur;married;tertiary;no;;
54;management;divorced;tertiary;no;;
33;blue-collar;married;primary;no;;
50;technician;married;secondary;no;;
39;blue-collar;single;secondary;no;;
34;management;single;tertiary;no;;
41;technician;single;secondary;no;;
48;management;divorced;tertiary;no;;
38;services;married;secondary;no;;
34;blue-collar;married;secondary;no;;
32;blue-collar;married;secondary;no;;
48;management;married;secondary;no;;
28;services;single;secondary;no;;
47;blue-collar;married;secondary;no;;
32;admin.;single;secondary;no;;
32;admin.;married;secondary;no;;
38;management;married;tertiary;no;;
47;technician;married;secondary;no;;
42;management;married;primary;no;;
44;management;married;tertiary;no;;
25;student;single;unknown;no;;
34;services;divorced;secondary;no;;
34;admin.;married;secondary;no;;
53;blue-collar;married;primary;no;;
42;blue-collar;married;unknown;no;;
30;blue-collar;single;secondary;no;;
26;blue-collar;single;primary;no;;
40;services;married;secondary;no;;
34;technician;single;secondary;no;;
34;services;married;secondary;no;;
40;management;married;tertiary;no;;
36;management;married;tertiary;no;;
34;technician;single;secondary;no;;
32;blue-collar;single;secondary;no;;
39;technician;married;secondary;no;;
36;technician;married;tertiary;no;;
39;technician;divorced;secondary;no;;
33;management;married;unknown;no;;
34;blue-collar;single;secondary;no;;
42;management;married;tertiary;no;;
46;technician;married;secondary;no;;
32;management;single;tertiary;no;;
27;services;married;secondary;no;;
35;technician;divorced;secondary;no;;
53;technician;married;unknown;no;;
29;services;single;secondary;no;;
35;management;single;tertiary;no;;
49;management;married;tertiary;no;;
58;management;married;tertiary;no;;
40;management;single;tertiary;no;;
19;student;single;unknown;no;;
30;student;single;tertiary;no;;
34;technician;single;secondary;no;;
60;retired;married;secondary;no;;
28;student;single;tertiary;no;;
46;management;married;tertiary;no;;
49;blue-collar;divorced;primary;no;;
59;management;divorced;tertiary;no;;
44;technician;single;secondary;no;;
33;technician;married;tertiary;no;;
54;retired;married;secondary;no;;
26;blue-collar;married;secondary;no;;
54;blue-collar;married;secondary;no;;
48;housemaid;married;primary;no;;
30;services;single;tertiary;no;;
29;management;single;tertiary;no;;
51;entrepreneur;married;tertiary;no;;
53;unemployed;married;primary;no;;
43;blue-collar;married;secondary;no;;
34;admin.;married;tertiary;no;;
40;entrepreneur;married;tertiary;no;;
43;technician;married;secondary;no;;
33;admin.;single;secondary;no;;
44;technician;divorced;secondary;no;;
33;services;married;secondary;no;;
31;technician;single;secondary;no;;
22;student;single;primary;no;;
46;unemployed;single;tertiary;no;;
32;services;married;secondary;no;;
45;blue-collar;married;secondary;no;;
32;management;married;secondary;no;;
49;blue-collar;married;primary;no;;
27;technician;single;secondary;no;;
46;entrepreneur;married;secondary;no;;
37;management;single;tertiary;no;;
30;unemployed;single;secondary;yes;;
44;self-employed;divorced;secondary;no;;
45;technician;married;secondary;no;;
27;student;single;secondary;no;;
57;housemaid;married;primary;no;;
40;admin.;divorced;secondary;no;;
48;blue-collar;married;secondary;no;;
33;blue-collar;single;secondary;no;;
42;services;divorced;secondary;no;;
47;unemployed;married;secondary;no;;
27;technician;single;tertiary;no;;
50;services;married;primary;no;;
46;entrepreneur;single;tertiary;no;;
41;admin.;divorced;secondary;no;;
36;admin.;single;tertiary;no;;
49;retired;married;primary;no;;
46;management;divorced;tertiary;no;;
30;technician;single;tertiary;no;;
43;management;single;secondary;yes;;
44;blue-collar;married;secondary;no;;
40;blue-collar;married;primary;no;;
38;blue-collar;married;primary;no;;
25;unemployed;single;tertiary;no;;
49;management;married;tertiary;no;;
33;blue-collar;married;primary;no;;
40;management;single;tertiary;no;;
44;blue-collar;married;primary;no;;
32;blue-collar;married;secondary;no;;
52;management;married;tertiary;no;;
35;management;married;tertiary;no;;
35;technician;married;secondary;no;;
32;management;married;secondary;no;;
42;technician;married;secondary;no;;
59;blue-collar;married;unknown;no;;
44;technician;single;secondary;no;;
50;admin.;divorced;secondary;no;;
27;blue-collar;single;secondary;no;;
55;management;divorced;tertiary;no;;
54;blue-collar;married;unknown;no;;
31;unemployed;single;secondary;no;;
56;admin.;married;unknown;no;;
51;self-employed;married;tertiary;no;;
61;blue-collar;married;primary;no;;
34;technician;single;secondary;no;;
56;blue-collar;married;primary;no;;
29;student;single;unknown;no;;
34;management;single;tertiary;no;;
35;services;single;secondary;no;;
56;admin.;divorced;secondary;no;;
45;blue-collar;married;secondary;no;;
31;admin.;single;secondary;no;;
37;entrepreneur;divorced;tertiary;no;;
43;admin.;married;secondary;no;;
40;management;married;unknown;no;;
44;management;married;primary;no;;
38;admin.;single;secondary;no;;
58;management;divorced;tertiary;no;;
24;blue-collar;single;secondary;no;;
53;services;married;secondary;no;;
36;blue-collar;married;secondary;no;;
28;blue-collar;married;primary;no;;
45;blue-collar;married;primary;no;;
32;admin.;single;tertiary;no;;
46;admin.;married;secondary;no;;
28;blue-collar;single;secondary;no;;
51;unemployed;married;secondary;no;;
51;blue-collar;married;primary;no;;
30;technician;single;secondary;no;;
39;technician;married;secondary;yes;;
28;blue-collar;married;primary;no;;
31;management;single;tertiary;no;;
31;blue-collar;married;primary;no;;
38;management;married;tertiary;no;;
31;blue-collar;single;secondary;no;;
40;management;single;tertiary;no;;
43;technician;married;secondary;no;;
34;technician;single;tertiary;no;;
54;management;divorced;tertiary;no;;
51;blue-collar;married;primary;no;;
33;blue-collar;married;secondary;no;;
41;technician;married;tertiary;no;;
33;management;single;tertiary;no;;
48;admin.;married;secondary;no;;
42;self-employed;divorced;tertiary;no;;
35;management;single;tertiary;no;;
25;admin.;married;secondary;no;;
38;blue-collar;single;primary;no;;
45;entrepreneur;married;secondary;no;;
59;management;divorced;tertiary;no;;
47;management;married;unknown;no;;
33;management;married;tertiary;no;;
59;management;married;primary;no;;
41;blue-collar;divorced;primary;no;;
42;technician;married;secondary;no;;
51;technician;divorced;tertiary;no;;
45;management;married;tertiary;no;;
30;management;married;tertiary;no;;
33;blue-collar;single;secondary;no;;
43;management;married;tertiary;no;;
37;blue-collar;married;secondary;no;;
43;blue-collar;married;secondary;no;;
52;unemployed;married;primary;no;;
44;management;married;tertiary;no;;
56;management;married;tertiary;no;;
21;services;single;secondary;no;;
43;unknown;married;tertiary;no;;
54;management;married;primary;no;;
59;technician;married;primary;no;;
52;blue-collar;married;primary;no;;
31;admin.;single;secondary;no;;
53;admin.;married;secondary;no;;
24;technician;single;secondary;no;;
57;retired;married;secondary;no;;
48;technician;married;secondary;no;;
57;technician;married;secondary;no;;
51;technician;married;secondary;no;;
50;management;divorced;tertiary;no;;
34;blue-collar;married;secondary;no;;
43;blue-collar;married;primary;no;;
31;services;married;secondary;no;;
29;blue-collar;married;unknown;no;;
39;blue-collar;married;primary;no;;
36;management;single;tertiary;no;;
38;unemployed;single;tertiary;no;;
56;management;divorced;tertiary;no;;
41;housemaid;divorced;primary;no;;
47;technician;married;secondary;no;;
38;management;single;tertiary;no;;
37;services;married;secondary;no;;
44;management;single;tertiary;no;;
33;blue-collar;single;secondary;no;;
53;technician;married;secondary;no;;
46;technician;married;secondary;no;;
30;management;single;tertiary;no;;
31;self-employed;single;secondary;no;;
38;management;divorced;tertiary;no;;
34;services;divorced;secondary;no;;
48;unknown;married;unknown;no;;
46;blue-collar;divorced;primary;no;;
42;admin.;married;secondary;no;;
41;blue-collar;married;secondary;no;;
33;blue-collar;married;secondary;no;;
39;blue-collar;married;primary;no;;
27;student;single;secondary;no;;
26;management;single;tertiary;no;;
38;management;single;tertiary;no;;
48;blue-collar;married;secondary;no;;
54;services;married;secondary;no;;
51;services;married;secondary;no;;
47;technician;married;secondary;no;;
53;technician;married;secondary;no;;
35;blue-collar;married;primary;no;;
58;management;married;tertiary;no;;
52;management;divorced;tertiary;no;;
57;retired;married;secondary;yes;;
52;management;married;tertiary;no;;
35;management;single;tertiary;no;;
48;technician;married;secondary;no;;
46;entrepreneur;married;tertiary;no;;
39;services;married;secondary;no;;
38;self-employed;divorced;tertiary;no;;
34;entrepreneur;married;secondary;no;;
47;entrepreneur;married;primary;no;;
35;management;divorced;tertiary;no;;
46;blue-collar;divorced;primary;no;;
27;admin.;single;secondary;no;;
31;blue-collar;married;secondary;no;;
31;management;single;tertiary;no;;
46;admin.;married;secondary;no;;
31;admin.;married;secondary;no;;
33;management;married;tertiary;no;;
42;housemaid;married;primary;no;;
33;management;single;primary;no;;
40;housemaid;married;primary;no;;
51;blue-collar;married;primary;no;;
31;unemployed;married;tertiary;no;;
62;retired;divorced;tertiary;no;;
24;student;single;secondary;no;;
48;unemployed;married;secondary;no;;
41;technician;divorced;secondary;no;;
43;management;married;tertiary;no;;
52;technician;married;secondary;no;;
54;blue-collar;married;primary;no;;
32;technician;divorced;tertiary;no;;
38;blue-collar;married;primary;no;;
41;admin.;married;primary;no;;
31;blue-collar;single;primary;no;;
35;housemaid;married;tertiary;no;;
26;admin.;married;secondary;no;;
52;technician;married;tertiary;no;;
58;retired;married;secondary;no;;
57;housemaid;married;tertiary;no;;
34;management;married;tertiary;no;;
59;blue-collar;married;primary;no;;
27;technician;single;secondary;no;;
42;entrepreneur;married;tertiary;no;;
47;housemaid;single;tertiary;no;;
33;blue-collar;married;secondary;no;;
31;services;single;secondary;no;;
37;management;married;tertiary;no;;
29;blue-collar;married;secondary;no;;
38;unemployed;married;primary;no;;
35;self-employed;married;secondary;no;;
31;technician;single;secondary;no;;
62;management;married;tertiary;no;;
32;technician;single;tertiary;no;;
31;services;married;secondary;no;;
51;blue-collar;divorced;primary;no;;
29;services;single;secondary;no;;
43;blue-collar;married;primary;no;;
36;blue-collar;married;secondary;no;;
34;self-employed;married;primary;no;;
29;services;married;secondary;no;;
57;retired;married;secondary;no;;
43;management;married;tertiary;no;;
33;services;married;secondary;no;;
60;management;married;tertiary;no;;
51;technician;married;primary;no;;
40;admin.;single;secondary;no;;
51;technician;married;secondary;no;;
38;services;married;secondary;no;;
35;technician;married;secondary;no;;
47;technician;married;secondary;no;;
45;blue-collar;married;primary;no;;
40;services;married;secondary;no;;
29;entrepreneur;single;secondary;no;;
52;management;divorced;tertiary;no;;
26;technician;married;secondary;no;;
31;blue-collar;single;primary;no;;
55;services;married;unknown;no;;
35;services;married;secondary;no;;
56;management;divorced;tertiary;no;;
28;blue-collar;single;secondary;no;;
27;student;single;secondary;no;;
30;technician;married;secondary;no;;
51;technician;married;tertiary;no;;
33;management;married;secondary;no;;
32;blue-collar;single;secondary;no;;
43;entrepreneur;married;secondary;no;;
46;blue-collar;married;primary;no;;
32;management;married;tertiary;no;;
40;services;married;secondary;no;;
39;blue-collar;married;secondary;no;;
51;blue-collar;married;primary;no;;
46;admin.;single;secondary;no;;
43;blue-collar;married;primary;no;;
36;technician;married;tertiary;no;;
48;management;married;tertiary;no;;
26;admin.;single;secondary;no;;
39;admin.;single;unknown;no;;
47;management;married;tertiary;no;;
23;entrepreneur;single;primary;no;;
54;management;divorced;tertiary;no;;
38;admin.;married;secondary;no;;
33;technician;married;secondary;no;;
35;admin.;divorced;secondary;no;;
52;services;married;secondary;no;;
25;technician;single;tertiary;no;;
29;management;married;tertiary;no;;
35;technician;single;tertiary;no;;
49;services;married;secondary;no;;
41;admin.;divorced;secondary;no;;
32;management;married;tertiary;no;;
29;admin.;single;secondary;no;;
28;blue-collar;married;secondary;no;;
59;retired;married;secondary;no;;
34;entrepreneur;married;tertiary;no;;
55;management;divorced;tertiary;no;;
34;management;married;tertiary;no;;
24;student;single;secondary;no;;
42;technician;divorced;secondary;no;;
34;management;single;unknown;no;;
34;admin.;married;secondary;no;;
51;self-employed;married;tertiary;no;;
58;blue-collar;married;primary;no;;
44;technician;married;secondary;no;;
33;blue-collar;married;secondary;no;;
34;management;married;tertiary;no;;
34;admin.;married;secondary;no;;
42;blue-collar;divorced;secondary;no;;
46;management;single;tertiary;no;;
31;self-employed;single;tertiary;no;;
39;entrepreneur;married;tertiary;no;;
34;management;single;tertiary;no;;
47;technician;married;secondary;no;;
42;services;divorced;secondary;no;;
48;blue-collar;single;secondary;no;;
30;self-employed;single;tertiary;no;;
38;technician;married;secondary;no;;
24;services;married;secondary;no;;
34;technician;married;secondary;no;;
46;management;single;tertiary;no;;
32;admin.;divorced;secondary;yes;;
46;services;married;secondary;no;;
26;self-employed;married;tertiary;no;;
42;blue-collar;married;secondary;no;;
50;technician;married;secondary;no;;
41;blue-collar;married;primary;no;;
34;admin.;single;secondary;no;;
32;services;married;secondary;no;;
58;housemaid;single;tertiary;no;;
45;technician;married;secondary;no;;
28;admin.;single;secondary;no;;
35;technician;married;secondary;no;;
39;services;married;secondary;no;;
49;unemployed;divorced;tertiary;no;;
50;management;married;tertiary;no;;
37;management;married;tertiary;no;;
45;blue-collar;married;primary;no;;
30;housemaid;single;secondary;no;;
48;unemployed;married;tertiary;no;;
36;management;single;tertiary;no;;
41;management;single;secondary;no;;
55;blue-collar;married;secondary;no;;
41;management;married;tertiary;no;;
47;services;divorced;secondary;no;;
34;technician;single;secondary;no;;
33;management;single;tertiary;no;;
58;retired;married;secondary;no;;
51;management;married;tertiary;no;;
45;management;married;tertiary;no;;
55;admin.;married;secondary;no;;
30;blue-collar;single;primary;no;;
33;management;single;secondary;no;;
27;services;single;secondary;no;;
59;retired;married;secondary;no;;
34;management;single;tertiary;no;;
47;technician;divorced;tertiary;no;;
44;blue-collar;married;primary;no;;
35;admin.;single;secondary;no;;
45;management;married;tertiary;no;;
42;blue-collar;married;primary;no;;
38;technician;married;secondary;no;;
34;technician;single;secondary;no;;
35;technician;married;secondary;no;;
29;management;single;secondary;no;;
58;retired;married;secondary;no;;
44;blue-collar;single;primary;no;;
45;entrepreneur;married;tertiary;no;;
43;blue-collar;married;secondary;no;;
44;services;married;secondary;no;;
30;technician;single;secondary;no;;
38;unemployed;married;tertiary;no;;
50;technician;married;secondary;no;;
21;student;single;secondary;no;;
38;entrepreneur;married;tertiary;no;;
42;admin.;married;secondary;no;;
45;technician;single;tertiary;no;;
34;entrepreneur;married;secondary;no;;
48;technician;married;secondary;no;;
34;services;married;secondary;no;;
32;blue-collar;married;secondary;no;;
35;technician;married;tertiary;no;;
39;entrepreneur;married;tertiary;no;;
36;self-employed;married;tertiary;no;;
35;technician;married;secondary;no;;
57;services;divorced;secondary;no;;
28;technician;single;secondary;no;;
43;admin.;married;unknown;no;;
57;management;married;secondary;no;;
34;services;divorced;secondary;no;;
36;technician;married;tertiary;no;;
47;management;divorced;tertiary;no;;
36;management;divorced;tertiary;no;;
33;management;married;tertiary;no;;
57;management;married;tertiary;no;;
57;management;married;tertiary;no;;
34;admin.;married;secondary;no;;
51;housemaid;divorced;tertiary;no;;
54;blue-collar;divorced;primary;no;;
52;self-employed;single;tertiary;no;;
43;entrepreneur;married;tertiary;no;;
58;retired;single;primary;no;;
53;admin.;married;secondary;no;;
44;management;married;secondary;no;;
29;management;single;tertiary;no;;
27;services;single;secondary;no;;
35;blue-collar;married;primary;no;;
40;self-employed;married;secondary;no;;
34;blue-collar;married;secondary;no;;
38;admin.;single;secondary;no;;
32;services;married;secondary;no;;
41;admin.;married;secondary;no;;
25;blue-collar;single;secondary;no;;
38;blue-collar;divorced;secondary;no;;
26;technician;single;secondary;no;;
37;technician;single;tertiary;no;;
30;management;married;tertiary;no;;
36;services;married;secondary;no;;
33;management;married;secondary;no;;
33;admin.;single;tertiary;no;;
35;management;married;tertiary;no;;
24;services;married;tertiary;no;;
29;unemployed;married;secondary;no;;
54;blue-collar;married;secondary;no;;
27;admin.;married;secondary;no;;
34;management;married;secondary;no;;
39;blue-collar;married;primary;no;;
38;management;married;tertiary;no;;
37;management;married;tertiary;no;;
26;services;single;secondary;no;;
36;entrepreneur;married;tertiary;no;;
35;management;single;tertiary;no;;
30;management;single;tertiary;no;;
25;technician;single;secondary;no;;
34;technician;married;secondary;no;;
52;unknown;married;unknown;no;;
39;admin.;married;secondary;no;;
34;management;married;secondary;no;;
34;management;single;secondary;no;;
30;services;married;secondary;no;;
33;services;married;secondary;no;;
30;student;single;secondary;no;;
51;blue-collar;married;primary;no;;
36;services;single;secondary;no;;
48;blue-collar;married;primary;no;;
37;services;divorced;secondary;no;;
58;management;married;secondary;no;;
56;management;divorced;tertiary;no;;
34;blue-collar;married;secondary;no;;
33;admin.;divorced;secondary;no;;
26;services;single;secondary;no;;
40;management;single;unknown;no;;
35;services;married;secondary;no;;
45;entrepreneur;married;secondary;no;;
37;technician;single;secondary;no;;
35;management;divorced;tertiary;no;;
43;services;single;secondary;no;;
28;blue-collar;married;secondary;no;;
32;blue-collar;divorced;secondary;no;;
26;unemployed;single;secondary;no;;
35;services;married;secondary;no;;
35;technician;single;secondary;no;;
39;blue-collar;married;secondary;no;;
42;blue-collar;divorced;secondary;no;;
32;technician;single;secondary;no;;
30;unemployed;married;secondary;no;;
26;management;single;tertiary;no;;
30;student;single;secondary;no;;
32;management;married;tertiary;no;;
47;services;married;secondary;no;;
33;technician;married;tertiary;no;;
57;blue-collar;married;primary;no;;
35;admin.;married;secondary;no;;
53;technician;married;tertiary;no;;
24;retired;single;secondary;no;;
54;management;divorced;tertiary;no;;
31;management;married;tertiary;no;;
41;entrepreneur;married;secondary;no;;
44;unknown;married;secondary;no;;
35;services;single;secondary;no;;
30;management;married;tertiary;no;;
43;blue-collar;single;primary;no;;
51;entrepreneur;married;secondary;yes;;
60;retired;married;secondary;no;;
43;self-employed;married;secondary;no;;
31;management;married;tertiary;no;;
56;management;married;primary;no;;
42;technician;married;secondary;no;;
52;entrepreneur;married;primary;no;;
40;technician;married;secondary;no;;
36;services;married;secondary;no;;
40;services;married;primary;no;;
46;blue-collar;married;secondary;no;;
32;admin.;single;secondary;no;;
31;housemaid;single;tertiary;no;;
41;technician;divorced;secondary;no;;
58;housemaid;married;primary;no;;
36;services;married;secondary;no;;
52;technician;married;secondary;no;;
42;management;married;tertiary;no;;
32;management;single;tertiary;no;;
62;management;married;tertiary;no;;
31;technician;single;tertiary;no;;
41;blue-collar;single;secondary;yes;;
34;self-employed;married;tertiary;no;;
44;management;single;tertiary;no;;
42;blue-collar;married;primary;no;;
37;entrepreneur;single;secondary;no;;
47;management;married;tertiary;no;;
32;unemployed;married;secondary;no;;
46;blue-collar;married;secondary;no;;
39;technician;single;tertiary;no;;
28;services;single;secondary;no;;
26;student;single;secondary;no;;
52;technician;married;secondary;no;;
42;unemployed;married;secondary;no;;
33;technician;divorced;tertiary;no;;
35;admin.;single;secondary;no;;
40;management;married;tertiary;no;;
51;technician;married;secondary;no;;
37;admin.;single;secondary;no;;
39;management;married;tertiary;no;;
28;blue-collar;married;secondary;no;;
49;technician;divorced;tertiary;no;;
36;admin.;married;secondary;no;;
45;technician;married;secondary;no;;
29;technician;single;tertiary;no;;
35;management;married;secondary;no;;
35;housemaid;married;tertiary;no;;
30;blue-collar;married;secondary;no;;
46;blue-collar;married;primary;no;;
25;student;single;tertiary;no;;
36;management;married;tertiary;no;;
42;blue-collar;married;primary;no;;
57;admin.;married;secondary;no;;
42;management;divorced;tertiary;no;;
29;management;married;tertiary;no;;
36;technician;married;tertiary;no;;
31;unemployed;married;secondary;no;;
59;technician;married;primary;no;;
50;unemployed;divorced;secondary;no;;
47;admin.;married;secondary;no;;
46;housemaid;married;primary;no;;
26;blue-collar;single;primary;no;;
31;services;single;secondary;no;;
30;services;married;tertiary;no;;
47;blue-collar;single;unknown;no;;
23;technician;single;tertiary;no;;
44;unemployed;single;primary;no;;
42;self-employed;married;secondary;no;;
32;services;single;secondary;no;;
28;admin.;single;secondary;no;;
57;retired;married;primary;no;;
38;technician;married;tertiary;no;;
22;student;single;secondary;no;;
54;admin.;married;secondary;no;;
32;technician;married;tertiary;no;;
32;management;married;tertiary;no;;
59;admin.;divorced;secondary;no;;
45;technician;married;secondary;no;;
53;unknown;married;primary;no;;
50;admin.;divorced;secondary;no;;
34;technician;married;secondary;no;;
35;admin.;divorced;secondary;no;;
30;management;married;tertiary;no;;
62;housemaid;married;secondary;no;;
40;blue-collar;married;secondary;no;;
26;self-employed;single;tertiary;no;;
34;management;married;tertiary;no;;
50;unknown;married;unknown;no;;
31;unknown;divorced;tertiary;no;;
35;technician;married;secondary;no;;
55;retired;married;primary;no;;
34;admin.;married;secondary;no;;
58;retired;married;primary;no;;
50;management;single;tertiary;no;;
31;technician;single;secondary;no;;
47;admin.;divorced;secondary;no;;
38;self-employed;single;tertiary;no;;
46;management;single;tertiary;no;;
42;blue-collar;married;primary;no;;
34;blue-collar;married;secondary;no;;
37;management;married;tertiary;no;;
38;student;single;tertiary;no;;
59;retired;married;secondary;no;;
32;admin.;married;secondary;no;;
55;management;married;tertiary;no;;
35;blue-collar;married;secondary;no;;
56;management;divorced;tertiary;no;;
27;admin.;married;secondary;yes;;
42;unemployed;single;secondary;no;;
42;student;married;unknown;no;;
41;blue-collar;married;primary;no;;
53;retired;divorced;secondary;yes;;
53;housemaid;married;primary;no;;
33;blue-collar;married;primary;no;;
31;technician;single;unknown;no;;
31;admin.;married;secondary;no;;
30;management;married;tertiary;no;;
48;blue-collar;married;unknown;no;;
30;technician;single;secondary;no;;
43;technician;single;tertiary;yes;;
38;management;divorced;tertiary;no;;
46;unemployed;married;secondary;no;;
59;blue-collar;divorced;secondary;no;;
44;management;divorced;tertiary;no;;
35;blue-collar;married;secondary;no;;
55;blue-collar;married;unknown;no;;
39;management;single;tertiary;no;;
36;services;single;secondary;no;;
33;blue-collar;married;secondary;no;;
48;management;single;tertiary;no;;
33;management;single;tertiary;no;;
48;unemployed;divorced;secondary;no;;
57;management;married;tertiary;no;;
31;housemaid;married;primary;no;;
30;student;single;tertiary;no;;
56;entrepreneur;divorced;primary;no;;
26;blue-collar;married;primary;no;;
44;management;married;secondary;no;;
44;technician;divorced;secondary;no;;
31;management;married;tertiary;no;;
47;self-employed;married;unknown;no;;
30;admin.;single;secondary;no;;
37;management;married;tertiary;no;;
56;admin.;divorced;primary;no;;
43;management;single;secondary;no;;
42;services;married;secondary;no;;
60;management;married;secondary;no;;
34;blue-collar;married;unknown;no;;
34;management;single;tertiary;no;;
41;management;married;tertiary;no;;
38;management;divorced;secondary;no;;
23;services;married;secondary;no;;
33;management;married;tertiary;no;;
36;blue-collar;married;secondary;no;;
49;unemployed;married;tertiary;no;;
34;admin.;divorced;secondary;no;;
40;technician;divorced;secondary;no;;
43;technician;married;secondary;no;;
44;blue-collar;married;secondary;no;;
35;admin.;married;secondary;no;;
46;admin.;divorced;secondary;no;;
55;admin.;married;secondary;no;;
50;technician;divorced;secondary;no;;
23;blue-collar;single;unknown;no;;
34;student;married;unknown;no;;
40;blue-collar;married;secondary;no;;
61;retired;married;secondary;no;;
53;technician;married;secondary;no;;
57;technician;married;secondary;no;;
28;blue-collar;married;secondary;no;;
25;admin.;married;secondary;no;;
38;blue-collar;married;secondary;no;;
27;services;single;secondary;no;;
45;blue-collar;married;secondary;no;;
31;services;single;secondary;no;;
39;blue-collar;married;primary;no;;
42;technician;married;secondary;no;;
46;management;married;tertiary;no;;
36;services;married;secondary;no;;
30;management;single;tertiary;no;;
32;blue-collar;married;secondary;no;;
52;technician;married;tertiary;no;;
31;management;married;tertiary;no;;
60;management;married;primary;no;;
35;blue-collar;single;secondary;no;;
38;management;married;tertiary;no;;
46;management;divorced;tertiary;no;;
45;entrepreneur;divorced;tertiary;no;;
59;services;married;secondary;no;;
34;management;married;tertiary;no;;
33;technician;divorced;secondary;no;;
46;management;single;secondary;no;;
48;admin.;married;secondary;no;;
31;services;single;secondary;no;;
32;technician;married;secondary;no;;
35;blue-collar;divorced;primary;no;;
36;blue-collar;single;primary;no;;
52;management;married;tertiary;no;;
45;management;divorced;tertiary;no;;
34;management;married;tertiary;no;;
25;blue-collar;married;primary;yes;;
26;management;single;tertiary;no;;
57;management;married;unknown;no;;
48;management;married;primary;no;;
48;technician;married;unknown;no;;
32;blue-collar;married;primary;no;;
58;retired;married;secondary;no;;
57;management;married;primary;no;;
31;entrepreneur;married;tertiary;no;;
33;blue-collar;single;secondary;no;;
53;entrepreneur;married;tertiary;no;;
36;admin.;married;secondary;no;;
32;technician;single;tertiary;no;;
45;blue-collar;married;secondary;no;;
35;unemployed;married;tertiary;no;;
41;services;married;secondary;no;;
54;services;married;secondary;no;;
49;services;married;secondary;no;;
28;technician;single;secondary;no;;
24;blue-collar;single;unknown;no;;
30;admin.;single;secondary;no;;
32;self-employed;married;primary;no;;
53;entrepreneur;married;tertiary;no;;
42;blue-collar;married;primary;no;;
48;blue-collar;married;primary;no;;
33;technician;married;secondary;no;;
31;blue-collar;divorced;secondary;no;;
56;unemployed;divorced;primary;no;;
58;retired;married;primary;no;;
37;admin.;single;secondary;no;;
59;management;married;primary;no;;
50;management;single;tertiary;no;;
39;housemaid;single;primary;no;;
30;technician;married;secondary;no;;
47;services;divorced;secondary;no;;
44;self-employed;married;secondary;no;;
38;blue-collar;married;primary;no;;
